Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"http://datasheets.avx.com/AVX-SCC.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-10012-ND","SCCR20B335PRB","AVX Corporation","AVX Corporation","CAP 3.3F 0% +100% 2.7V T/H","1,089","2.32","0","1","Bulk","SCC","Active","3.3 F","0%, +100%","2.7 V","95mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.866"" (22.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FM0V104ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-17201-ND","FM0V104ZF","KEMET","KEMET","CAP 100MF -20% +80% 3.5V T/H","6,682","2.35","0","1","Bulk","FM","Active","100 mF","-20%, +80%","3.5 V","100Ohm @ 1kHz","-","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.197"" W (10.50mm x 5.00mm)","0.472"" (12.00mm)","-25°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-3.3/10X20F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-3.3_10X20F.jpg","2085-TPL-3.3/10X20F-ND","TPL-3.3/10X20F","Tecate Group","Tecate Group","CAP 3.3F -10% +20% 2.7V T/H","3,684","2.45","0","1","Bulk","TPL","Active","3.3 F","-10%, +20%","2.7 V","150mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.846"" (21.50mm)","-40°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-2R7/2.8WR8X16","//media.digikey.com/Photos/TecateGroup/MFG_TPLH-2R7-Series.jpg","2085-TPLH-2R7/2.8WR8X16-ND","TPLH-2R7/2.8WR8X16","Tecate Group","Tecate Group","CAP 2.8F 2.7V THROUGH HOLE","1,321","2.47","0","1","Bulk","TPLH-2R7","Active","2.8 F","-","2.7 V","129mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.709"" (18.00mm)","-40°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-11/10X30F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-11_10X30F.jpg","2085-TPL-11/10X30F-ND","TPL-11/10X30F","Tecate Group","Tecate Group","CAP 11F -10% +20% 2.7V T/H","1,148","2.54","0","1","Bulk","TPL","Active","11 F","-10%, +20%","2.7 V","60mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FM0H473ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-13099-ND","FM0H473ZF","KEMET","KEMET","CAP 47MF -20% +80% 5.5V T/H","2,826","2.64","0","1","Bulk","FM","Active","47 mF","-20%, +80%","5.5 V","200Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.197"" W (10.50mm x 5.00mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FG0H103ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FG0H103ZF.jpg","399-18541-ND","FG0H103ZF","KEMET","KEMET","CAP 10MF -20% +80% 5.5V T/H","1,823","2.74","0","1","Bulk","FG","Active","10 mF","-20%, +80%","5.5 V","300Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.433"" Dia (11.00mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dxj_e.pdf","//media.digikey.com/photos/Elna%20America%20Photos/DXJ-5R5H334U.JPG","604-1080-ND","DXJ-5R5H104U","Elna America","Elna America","CAP 100MF -20% +80% 5.5V T/H","2,025","2.87","0","1","Bulk","DXJ","Active","100 mF","-20%, +80%","5.5 V","150Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-10°C ~ 85°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1777-ND","DGH705Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 7F -10% +30% 2.7V TH","3,593","3","0","1","Bulk","DGH","Active","7 F","-10%, +30%","2.7 V","55mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FGH0H104ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FG0H104ZF.JPG","399-18543-ND","FGH0H104ZF","KEMET","KEMET","CAP 100MF -20% +80% 5.5V T/H","1,891","3.12","0","1","Bulk","FG","Active","100 mF","-20%, +80%","5.5 V","100Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.433"" Dia (11.00mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hb-supercapacitor-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HB0820-2R5305-R.jpg","283-3123-ND","HB0820-2R5305-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 3F -10% +30% 2.5V T/H","3,041","3.23","0","1","Bulk","HB","Active","3 F","-10%, +30%","2.5 V","160mOhm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.335"" Dia (8.50mm)","0.827"" (21.00mm)","-25°C ~ 70°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCN%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","1572-1287-ND","106DCN2R7M","Illinois Capacitor","Illinois Capacitor","CAP 10F 20% 2.7V T/H","2,204","3.4","0","1","Bulk","DCN","Active","10 F","±20%","2.7 V","80mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-40°C ~ 60°C"
"https://api.kemet.com/component-edge/download/datasheet/FYH0H473ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FYH_Series.jpg","399-17223-ND","FYH0H473ZF","KEMET","KEMET","CAP 47MF -20% +80% 5.5V T/H","2,138","3.46","0","1","Bulk","FYH","Active","47 mF","-20%, +80%","5.5 V","100Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.276"" (7.00mm)","-25°C ~ 70°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCN%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","1572-1166-ND","505DCN2R7Q","Illinois Capacitor","Illinois Capacitor","CAP 5F -10%, +30% 2.7V T/H","3,144","3.53","0","1","Bulk","DCN","Active","5 F","-10%, +30%","2.7 V","110mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.787"" (20.00mm)","-40°C ~ 60°C"
"https://api.kemet.com/component-edge/download/datasheet/FMR0H473ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-17203-ND","FMR0H473ZF","KEMET","KEMET","CAP 47MF -20% +80% 5.5V T/H","1,229","3.6","0","1","Bulk","FMR","Active","47 mF","-20%, +80%","5.5 V","200Ohm @ 1kHz","-","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.256"" W (10.50mm x 6.50mm)","0.472"" (12.00mm)","-40°C ~ 85°C"
"https://products.nichicon.co.jp/en/pdf/XJA046/e-juw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/JUWT1126MPD.JPG","493-4333-ND","JUWT1475MPD","Nichicon","Nichicon","CAP 4.7F 20% 2.7V T/H","1,978","3.63","0","1","Bulk","EVerCAP® JUW","Active","4.7 F","±20%","2.7 V","400mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-25°C ~ 70°C"
"-","//media.digikey.com/Photos/Kemet%20Photos/FGH0V474ZF.jpg","399-10800-ND","FGH0V474ZF","KEMET","KEMET","CAP 470MF -20% +80% 3.5V T/H","1,107","3.74","0","1","Bulk","FGH","Active","470 mF","-20%, +80%","3.5 V","25Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.295"" (7.50mm)","-25°C ~ 70°C"
